99136022.0;3000;
991350007.0;3200;
99131041.0;11700;
99136016.0;5600;
7791290795792.0;1790;
7791290795785.0;1790;
7791290795778.0;1790;
7790740508890.0;2100;
7790740502393.0;2100;
7790740502409.0;2100;
7790740502423.0;2100;
7790740508753.0;2100;
7790740502416.0;2100;
7790740508876.0;2100;
7790740505509.0;2100;
7790740505516.0;2100;
7790740505530.0;2100;
7790740508647.0;2100;
7790740505523.0;2100;
77903785.0;$ 850,00;
7622300457303.0;$ 850,00;
77903792.0;$ 850,00;
77995681.0;500;
77976291.0;500;
7793015526056.0;59990,01;
7793015525721.0;55604,82;
7793015526193.0;61000;
7793015526186.0;62990;
7799025096299.0;23850;
7799025091416.0;56593;
7799025092178.0;18870;
7799025092123.0;11541;
7799025091980.0;32810;
7790774345683.0;8200;
7899026462533.0;3990;
7899026462724.0;3990;
7899026462717.0;3990;
7899026462557.0;3990;
7899026462571.0;3990;
7899026462601.0;3990;
7898587770651.0;3990;
7899026462625.0;3990;
7509552844764.0;3990;
7899026462656.0;3990;
7899026462663.0;3990;
7899026462670.0;3990;
7898587770699.0;3990;
7898587770705.0;3990;
7899026462687.0;3990;
7509552844771.0;3990;
7509552844788.0;3990;
7509552806229.0;3990;
7509552910940.0;10990;
7509552910728.0;10990;
7509552910155.0;10990;
7509552909975.0;10990;
7509552911077.0;10990;
7509552911060.0;10990;
7509552911015.0;10990;
7509552910711.0;10990;
7509552910704.0;10990;
7509552910308.0;10990;
7509552909968.0;10990;
7509552909906.0;10990;
7899706127097.0;10990;
7899706127103.0;10990;
7509552909999.0;10990;
7509552909562.0;10990;
7509552909555.0;10990;
7509552909548.0;10990;
7509552911299.0;10990;
7509552909531.0;10990;
7509552910384.0;10990;
7509552910377.0;10990;
7509552910391.0;10990;
7509552911053.0;10990;
7509552909920.0;10990;
7509552910681.0;10990;
7509552910674.0;10990;
7793008005063.0;2200;
7793008001614.0;2200;
7793008019299.0;2200;
7793008001669.0;2200;
7793008001744.0;2200;
7793008006237.0;2200;
7793008019343.0;2200;
7793008001775.0;2200;
7793008001621.0;2200;
7793008001638.0;2200;
7793008001850.0;2200;
7793008001867.0;2200;
7793008001720.0;2200;
7793008031703.0;2200;
7793008001782.0;2200;
7793008001836.0;2200;
7793008007524.0;2200;
7793008001652.0;2200;
7793008001737.0;2200;
7793008007548.0;2200;
7793008007517.0;2200;
7793008003267.0;2200;
7793008001843.0;2200;
7793008031710.0;2200;
7793008001690.0;2200;
7793008003281.0;2200;
7793008001799.0;2200;
7793008003298.0;2200;
7793008007531.0;2200;
7793008001676.0;2200;
7793008001751.0;2200;
7793008019619.0;2200;
7793008001805.0;2200;
7793008991724.0;2200;
7793008001683.0;2200;
7793008001829.0;2200;
7793008001768.0;2200;
7793008001713.0;2200;
7793008001812.0;2200;
7793008991731.0;2200;
7793008003274.0;2200;
7793008019671.0;2200;
726669089414.0;4999;
726669012290.0;4999;
726669012252.0;4999;
726669089391.0;4999;
726669089674.0;4999;
726669089667.0;4999;
726669089636.0;4999;
726669089629.0;4999;
726669089599.0;4999;
726669089582.0;4999;
726669089568.0;4999;
726669089544.0;4999;
726669089537.0;4999;
726669089520.0;4999;
726669089490.0;4999;
726669089483.0;4999;
726669089452.0;4999;
726669089445.0;4999;
7500435229852.0;2499;
7500435230001.0;2499;
7500435230070.0;2499;
7500435241090.0;2499;
7500435235372.0;2499;
7500435235433.0;2499;
7500435235341.0;2499;
7500435229845.0;2499;
7500435209632.0;2499;
7500435230100.0;2499;
7500435241069.0;2499;
7500435235402.0;2499;
7500435235464.0;2499;
7500435235310.0;2499;
7500435138222.0;2499;
7500435191418.0;2499;
7790740000417.0;2100;
7790740508869.0;2100;
7790740000400.0;2100;
7790740000394.0;2100;
7798002902189.0;1500;
7798002902165.0;1500;
7798002902172.0;1500;
7798002902158.0;1500;
8720689012850.0;$ 41.999,00;
8720689013178.0;$ 55.999,00;
8720689013949.0;$ 68.999,00;
7794626010330.0;990;
7790250054344.0;$ 1.190,00;
7790250055235.0;$ 1.490,00;
7790250054962.0;$ 1.490,00;
7790250016182.0;$ 1.890,00;
2000080101138.0;3800;
7790250041887.0;1990;
7790250913306.0;1990;
7790250044208.0;1990;
7790250040781.0;1990;
7790250040798.0;1990;
7794626013461.0;2550;
7794626013454.0;2550;
7794626013577.0;2550;
7794626013478.0;2550;
7794626013485.0;2550;
8445290332318.0;6800;
991129052024.0;$ 9.799,00;
